ArticuloID,Descripcion,Articulo_Tipo,Articulo_Grupo,Articulo_Clase,Precio,ArticuloRecomendadoID,Frecuencia
333-1526R,CUARTO PUNTA DODGE PU 00-02 LISO DER,CUARTOS,DODGE,TAIWAN,300,333-1603L,2
333-1602L,CUARTO FRONTAL CHEROKEE 84-96 / COMANCHE 86-92 IZQ,CUARTOS,DODGE,TAIWAN,80,333-1602R,7
333-1602R,CUARTO FRONTAL CHEROKEE 84-96 / COMANCHE 86-92 DER,CUARTOS,DODGE,TAIWAN,80,441-1104R,4
333-1603L,CUARTO FRONTAL SHADOW 89-94 AMBAR IZQ,CUARTOS,DODGE,TAIWAN,100,333-1603R,5
333-1603R,CUARTO FRONTAL SHADOW 89-94 AMBAR DER,CUARTOS,DODGE,TAIWAN,100,CPCPU96CH,4
333-1604LC,CUARTO FRONTAL SPIRIT 89-90 BLANCO IZQ,CUARTOS,DODGE,TAIWAN,80,333-1604RC,5
333-1604LY,CUARTO FRONTAL SPIRIT 91-95 AMBAR IZQ,CUARTOS,DODGE,TAIWAN,80,333-1604RY,4
333-1604RC,CUARTO FRONTAL SPIRIT 89-90 BLANCO DER,CUARTOS,DODGE,TAIWAN,80,333-1919R,5
333-1604RY,CUARTO FRONTAL SPIRIT 91-95 AMBAR DER,CUARTOS,DODGE,TAIWAN,80,333-1615L,2
333-1605L,CUARTO FRONTAL DODGE PU 90-93 P/MCO-IMP IZQ,CUARTOS,DODGE,TAIWAN,140,333-1605R,8
333-1605R,CUARTO FRONTAL DODGE PU 90-93 P/MCO-IMP DER,CUARTOS,DODGE,TAIWAN,140,341-1603R,4
333-1607L,CUARTO FRONTAL DAKOTA PU 91-96 AMBAR IZQ,CUARTOS,DODGE,TAIWAN,250,333-1607R,2
333-1607R,CUARTO FRONTAL DAKOTA PU 91-96 AMBAR DER,CUARTOS,DODGE,TAIWAN,250,333-1608L,2
333-1608L,CUARTO FRONTAL NEON 94-99 BLANCO IZQ,CUARTOS,DODGE,TAIWAN,140,333-1608R,6
333-1608R,CUARTO FRONTAL NEON 94-99 BLANCO DER,CUARTOS,DODGE,TAIWAN,140,441-1104L,3
333-1610L,CUARTO FRONTAL GRAND CHEROKEE 93-98 IZQ,CUARTOS,DODGE,TAIWAN,150,333-1610R,11
333-1610R,CUARTO FRONTAL GRAND CHEROKEE 93-98 DER,CUARTOS,DODGE,TAIWAN,150,333-1909R,4
333-1615L,CUARTO FRONTAL VOYAGER / CARAVAN 87-90 BICOLOR IZQ,CUARTOS,DODGE,TAIWAN,200,333-1615R,5
333-1615R,CUARTO FRONTAL VOYAGER / CARAVAN 87-90 BICOLOR DER,CUARTOS,DODGE,TAIWAN,200,341-1603L,3
333-1621N,CUARTO FRONTAL DAKOTA PU 87-90 AMBAR LH=RH,CUARTOS,DODGE,TAIWAN,250,333-1919R,3
333-1625L,CUARTO FRONTAL CHEROKEE 97-01 IZQ,CUARTOS,DODGE,TAIWAN,200,333-1625R,3
333-1625R,CUARTO FRONTAL CHEROKEE 97-01 DER,CUARTOS,DODGE,TAIWAN,200,333-1909R,1
333-1628L,CUARTO FRONTAL 300M 99-03 IZQ,CUARTOS,DODGE,TAIWAN,600,333-1628R,1
333-1628R,CUARTO FRONTAL 300M 99-03 DER,CUARTOS,DODGE,TAIWAN,600,333-1910L,1
333-1629L,CUARTO FRONTAL CONCORD 98-02 IZQ,CUARTOS,DODGE,TAIWAN,300,333-1629R,1
333-1629R,CUARTO FRONTAL CONCORD 98-02 DER,CUARTOS,DODGE,TAIWAN,300,333-1914L,1
333-1630L,CUARTO FRONTAL LIBERTY 02-03 AMBAR IZQ ***,CUARTOS,DODGE,TAIWAN,350,333-1630R,2
333-1630R,CUARTO FRONTAL LIBERTY 02-03 AMBAR DER ***,CUARTOS,DODGE,TAIWAN,350,333-1926L,2
333-1903L,CALAVERA CHEROKEE 84-96 IZQ,CALAVERAS,DODGE,TAIWAN,300,333-1903R,3
333-1903R,CALAVERA CHEROKEE 84-96 DER,CALAVERAS,DODGE,TAIWAN,300,333-1910R,3
333-1909L,CALAVERA DODGE PU 94-02 RAM IZQ,CALAVERAS,DODGE,TAIWAN,350,333-1909R,8
333-1909R,CALAVERA DODGE PU 94-02 RAM DER,CALAVERAS,DODGE,TAIWAN,350,CPCPU96CH,5
333-1910L,CALAVERA NEON 96-99 IZQ,CALAVERAS,DODGE,TAIWAN,500,333-1910R,2
333-1910R,CALAVERA NEON 96-99 DER,CALAVERAS,DODGE,TAIWAN,500,333-1919R,3
333-1914L,CALAVERA GRAND CHEROKEE 93-98 IZQ,CALAVERAS,DODGE,TAIWAN,700,333-1914R,5
333-1914R,CALAVERA GRAND CHEROKEE 93-98 DER,CALAVERAS,DODGE,TAIWAN,700,CPCPU96CH,4
333-1915L,CALAVERA VOYAGER / CARAVAN 96-00 IZQ,CALAVERAS,DODGE,TAIWAN,460,333-1915R,6
333-1915R,CALAVERA VOYAGER / CARAVAN 96-00 DER,CALAVERAS,DODGE,TAIWAN,460,333-1919L,3
333-1919L,CALAVERA VOYAGER / CARAVAN 84-90 IZQ,CALAVERAS,DODGE,TAIWAN,350,333-1919R,8
333-1919R,CALAVERA VOYAGER / CARAVAN 84-90 DER,CALAVERAS,DODGE,TAIWAN,350,442-1921L,5
333-1925L,CALAVERA GRAND CHEROKEE 99-03 IZQ ***,CALAVERAS,DODGE,TAIWAN,1050,333-1925R,1
333-1925R,CALAVERA GRAND CHEROKEE 99-03 DER ***,CALAVERAS,DODGE,TAIWAN,1050,335-1904L,1
333-1926L,CALAVERA CHEROKEE 97-01 IZQ,CALAVERAS,DODGE,TAIWAN,600,333-1926R,4
333-1926R,CALAVERA CHEROKEE 97-01 DER,CALAVERAS,DODGE,TAIWAN,600,333-1931L,3
333-1927L,CALAVERA VOYAGER / CARAVAN 91-95 LISA IZQ ***,CALAVERAS,DODGE,TAIWAN,700,333-1927R,3
333-1927R,CALAVERA VOYAGER / CARAVAN 91-95 LISA DER ***,CALAVERAS,DODGE,TAIWAN,700,333-1928L,1
333-1928L,CALAVERA VOYAGER / CARAVAN 91-95 CANAL IZQ ***,CALAVERAS,DODGE,TAIWAN,550,333-1928R,4
333-1928R,CALAVERA VOYAGER / CARAVAN 91-95 CANAL DER ***,CALAVERAS,DODGE,TAIWAN,550,442-1919L,2
333-1929L,CALAVERA NEON 00-02 IZQ,CALAVERAS,DODGE,TAIWAN,650,333-1929R,4
333-1929R,CALAVERA NEON 00-02 DER,CALAVERAS,DODGE,TAIWAN,650,377857502M,3
333-1931L,CALAVERA PT CRUSIER 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,700,333-1931R,15
333-1931R,CALAVERA PT CRUSIER 01-03 DER,CALAVERAS,DODGE,TAIWAN,700,ELCCA90CL,3
333-1932L,CALAVERA LIBERTY 02-03 IZQ,CALAVERAS,DODGE,TAIWAN,800,333-1932R,3
333-1932R,CALAVERA LIBERTY 02-03 DER,CALAVERAS,DODGE,TAIWAN,800,334-1102L,3
334-1101L,FARO DODGE VAN RAM 98-03 IZQ,FAROS,DODGE,TAIWAN,1200,334-1101R,6
334-1101R,FARO DODGE VAN RAM 98-03 DER,FAROS,DODGE,TAIWAN,1200,FNPU94L,3
334-1102L,FARO DODGE PU 00-02 LISO C/BASE SIN CUARTO IZQ,FAROS,DODGE,TAIWAN,850,334-1102R,3
334-1102R,FARO DODGE PU 00-02 LISO C/BASE SIN CUARTO DER,FAROS,DODGE,TAIWAN,850,334-1402L,3
334-1103L,FARO VOYAGER / CARAVAN 01-03 IZQ,FAROS,DODGE,TAIWAN,1300,334-1103R,3
334-1103R,FARO VOYAGER / CARAVAN 01-03 DER,FAROS,DODGE,TAIWAN,1300,FNCPU92L,3
334-1104L,FARO STRATUS / CIRRUS 01-03 IZQ,FAROS,DODGE,TAIWAN,1600,334-1104R,6
334-1104R,FARO STRATUS / CIRRUS 01-03 DER,FAROS,DODGE,TAIWAN,1600,RDFGM92,3
334-1108L,FARO DODGE PU 02-03 C/BASE (NEW RAM) IZQ,FAROS,DODGE,TAIWAN,1600,334-1108R,6
334-1108R,FARO DODGE PU 02-03 C/BASE (NEW RAM) DER,FAROS,DODGE,TAIWAN,1600,341-1102L,4
334-1402L,CUARTO LATERAL NEON 00-02 IZQ,CUARTOS,DODGE,TAIWAN,120,334-1402R,6
334-1402R,CUARTO LATERAL NEON 00-02 DER,CUARTOS,DODGE,TAIWAN,120,335-1901L,3
334-1902L,CALAVERA VOYAGER / CARAVAN 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,800,334-1902R,2
334-1902R,CALAVERA VOYAGER / CARAVAN 01-03 DER,CALAVERAS,DODGE,TAIWAN,800,335-1906L,2
334-1904L,CALAVERA STRATUS 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,1400,334-1904R,8
334-1904R,CALAVERA STRATUS 01-03 DER,CALAVERAS,DODGE,TAIWAN,1400,442-1905R,4
334-1906L,CALAVERA DODGE PU 02-03 (NEW RAM) IZQ,CALAVERAS,DODGE,TAIWAN,1200,334-1906R,3
334-1906R,CALAVERA DODGE PU 02-03 (NEW RAM) DER,CALAVERAS,DODGE,TAIWAN,1200,335-1906L,2
334-2009L,FARO NIEBLA DODGE PU 02-03 NEW RAM CON FOCO IZQ,FARO DE NIEBLA,DODGE,TAIWAN,1000,334-2009R,3
334-2009R,FARO NIEBLA DODGE PU 02-03 NEW RAM CON FOCO DER,FARO DE NIEBLA,DODGE,TAIWAN,1000,336-1102L,3
335-1102L,FARO CAVALIER 00-02 C/BASE IZQ,FAROS,CHEVROLET,TAIWAN,900,335-1102R,5
335-1102R,FARO CAVALIER 00-02 C/BASE DER,FAROS,CHEVROLET,TAIWAN,900,341-1102L,3
335-1117L,FARO TRAIL BLAZER 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,2200,335-1117R,6
335-1117R,FARO TRAIL BLAZER 02-03 DER,FAROS,CHEVROLET,TAIWAN,2200,341-1102L,2
335-1118L,FARO AVALANCHE 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,1600,335-1118R,1
335-1118R,FARO AVALANCHE 02-03 DER,FAROS,CHEVROLET,TAIWAN,1600,340-1101L,1
335-1123L,FARO TRACKER 99-03 C/BASE IZQ,FAROS,CHEVROLET,TAIWAN,1800,335-1123R,2
335-1123R,FARO TRACKER 99-03 C/BASE DER,FAROS,CHEVROLET,TAIWAN,1800,336-1110R,2
335-1125L,FARO CAVALIER 03-04 IZQ,FAROS,CHEVROLET,TAIWAN,1800,335-1125R,2
335-1125R,FARO CAVALIER 03-04 DER,FAROS,CHEVROLET,TAIWAN,1800,336-1102L,1
3351-5694A,RAD VOYAGER 96-00 AUT 2 LIN 2 ENFRIADORES,RADIADORES,DODGE,TAIWAN,2800,5678,3
335-1603L,CUARTO FRONTAL AVALANCHE 02-03 IZQ,CUARTOS,CHEVROLET,TAIWAN,600,335-1603R,1
335-1603R,CUARTO FRONTAL AVALANCHE 02-03 DER,CUARTOS,CHEVROLET,TAIWAN,600,335-1904L,1
335-1901L,CALAVERA CHEV PU 99-02 IZQ,CALAVERAS,CHEVROLET,TAIWAN,750,335-1901R,6
335-1901R,CALAVERA CHEV PU 99-02 DER,CALAVERAS,CHEVROLET,TAIWAN,750,442-1919L,3
335-1902L,CALAVERA SUBURBAN / SONORA 00-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,800,335-1902R,3
335-1902R,CALAVERA SUBURBAN / SONORA 00-03 DER,CALAVERAS,CHEVROLET,TAIWAN,800,CHCNPU94,3
335-1904L,CALAVERA TRAIL BLAZER 02-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1904R,3
335-1904R,CALAVERA TRAIL BLAZER 02-03 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,442-1905L,2
335-1905L,CALAVERA AVALANCHE 02-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1905R,1
335-1905R,CALAVERA AVALANCHE 02-03 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1907L,1
335-1906L,CALAVERA CHEV PU 03-04 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1906R,7
335-1906R,CALAVERA CHEV PU 03-04 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,341-1603L,2
335-1907L,CALAVERA CAVALIER 03-04 EXTERIOR IZQ,CALAVERAS,CHEVROLET,TAIWAN,1000,335-1907R,3
335-1907R,CALAVERA CAVALIER 03-04 EXTERIOR DER,CALAVERAS,CHEVROLET,TAIWAN,1000,BTCCU88F,2
3360-5670,RAD NEON 00-03 STD 2 LIN,RADIADORES,DODGE,TAIWAN,2300,3372-5592A,3
336-1102L,FARO GRAND AM 99-03 IZQ,FAROS,CHEVROLET,TAIWAN,1800,336-1102R,7
336-1102R,FARO GRAND AM 99-03 DER,FAROS,CHEVROLET,TAIWAN,1800,341-1101L,4
336-1110L,FARO SUNFIRE 03-04 IZQ,FAROS,CHEVROLET,TAIWAN,2000,336-1110R,1
336-1110R,FARO SUNFIRE 03-04 DER,FAROS,CHEVROLET,TAIWAN,2000,341-1101L,1
3361-5670A,RAD NEON 00-03 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2600,5690,3
3362-5608,RAD RANGER PU 85-90 STD 2L,RADIADORES,FORD,TAIWAN,2000,3363-5608A,4
3363-5608A,RAD RANGER PU 85-90 AUT 2L,RADIADORES,FORD,TAIWAN,2200,5624,3
3364-5550,RAD AEROSTAR 85-94 AUT 2L,RADIADORES,FORD,TAIWAN,2600,3366-5526A,2
3365-5566A,RAD EXPLORER 91-94 / RANGER 91-92 AUT 2L,RADIADORES,FORD,TAIWAN,2100,3366-5526A,2
3366-5526A,RAD GRAND MARQUIS 92-94 AUT 2 LIN,RADIADORES,FORD,TAIWAN,2800,3372-5592A,3
3368-5568A,RAD GMC ASTRO / SAFARI VAN 85-94 AUT 1 ENFR 2L,RADIADORES,CHEVROLET,TAIWAN,2600,3377-5638A,2
3372-5592A,RAD DAKOTA PU 86-91 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2600,3378-5592,4
3376-5544,RAD VOYAGER 82-92 STD SIN ENFRIADORES,RADIADORES,DODGE,MEXICO,0,ADDVO84R,1
3376-5544A,RAD VOYAGER 82-92 AUT SIN ENFRIADORES,RADIADORES,DODGE,TAIWAN,1800,3377-5638A,1
3377-5638A,RAD CHEROKEE 87-95 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2700,3378-5592,3
3378-5592,RAD DAKOTA PU 86-91 STD 2 LIN,RADIADORES,DODGE,TAIWAN,2300,5530,2
3379-5546A,RAD VOYAGER 90-92 AUT 2L,RADIADORES,DODGE,TAIWAN,2000,5548A,2
3380-5532A,RAD GRAND CHEROKEE 92-01 AUT 3 LIN V8,RADIADORES,DODGE,TAIWAN,3700,5586A,2
3398-5562,RAD FORD PU 98-02 8 CIL LOBO STD 2 LIN,RADIADORES,FORD,TAIWAN,2900,3399-5562A,3
3399-5562A,RAD FORD PU 98-02 8 CIL LOBO AUT 2 LIN,RADIADORES,FORD,TAIWAN,3300,5624A,3
340-1101L,FARO MBENZ CLASE-C 97-00 CON CUARTO IZQ,FAROS,MERCEDES,TAIWAN,2600,340-1101R,1
340-1101R,FARO MBENZ CLASE-C 97-00 CON CUARTO DER,FAROS,MERCEDES,TAIWAN,2600,341-1106L,1
340-1503L,CUARTO PUNTA MBENZ CLASE-C 94-00 BICOLOR IZQ,CUARTOS,MERCEDES,TAIWAN,500,340-1503R,1
340-1503R,CUARTO PUNTA MBENZ CLASE-C 94-00 BICOLOR DER,CUARTOS,MERCEDES,TAIWAN,500,442-1102L,1
3406,RAD CHEV PU 99-03 STD 2 LIN V6,RADIADORES,CHEVROLET,TAIWAN,3100,M-970,1
3406-5336,ZBAJA   RAD CHEV PU 99-03 STD 2 LIN V6,RADIADORES,CHEVROLET,TAIWAN,0,3409-5336A,1
3409,RAD CHEV PU 99-03 AUT 3 LIN V6,RADIADORES,CHEVROLET,TAIWAN,4000,Not in source,0
3409-5336A,ZBAJA RAD CHEV PU 99-03 AUT 3 LIN V6 *,RADIADORES,CHEVROLET,TAIWAN,0,341-1102L,1
3410,RAD CHEV PU 99-03 STD 3 LIN V8,RADIADORES,CHEVROLET,TAIWAN,3700,3411,1
3410-5552,ZBAJA  RAD CHEV PU 99-03 STD 3 LIN V8 *,RADIADORES,CHEVROLET,TAIWAN,0,3422,2
3411,RAD CHEV PU 99-03 AUT 3 LIN V8,RADIADORES,CHEVROLET,TAIWAN,4200,Not in source,0
341-1101L,FARO GOLF 92.5-99 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,700,341-1101R,7
341-1101R,FARO GOLF 92.5-99 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,700,341-1102L,2
341-1102L,FARO JETTA 93-98 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,650,341-1102R,14
341-1102R,FARO JETTA 93-98 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,650,441-1104R,5
341-1105L,FARO PASSAT 99-01 IZQ,FAROS,VOLSKWAGEN,TAIWAN,1800,341-1105R,3
341-1105R,FARO PASSAT 99-01 DER,FAROS,VOLSKWAGEN,NO PROPORCIONADO,1800,341-1603R,2
341-1106L,FARO JETTA 99-03 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,1200,341-1106R,8
341-1106R,FARO JETTA 99-03 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,1200,431-1146L,4
341-1109L,FARO PASSAT 01-03 IZQ,FAROS,VOLSKWAGEN,TAIWAN,2000,341-1109R,1
341-1109R,FARO PASSAT 01-03 DER,FAROS,VOLSKWAGEN,TAIWAN,2000,FNDNE00L,1
341-1401L,CUARTO LATERAL FACIA GOLF/JETTA 93-98 FACIA AMBAR IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,150,341-1401R,5
341-1401R,CUARTO LATERAL FACIA GOLF/JETTA 93-98 FACIA AMBAR DER,CUARTOS,VOLSKWAGEN,TAIWAN,150,441-1909L,2
3411-5552A,ZBAJA  RAD CHEV PU 99-03 AUT 3 LIN V8 *,RADIADORES,CHEVROLET,TAIWAN,0,5530,2
341-1602L,CUARTO FRONTAL GOLF / JETTA 93-98 REFLE INTER IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,140,341-1602R,11
341-1602R,CUARTO FRONTAL GOLF / JETTA 93-98 REFLE INTER DER,CUARTOS,VOLSKWAGEN,TAIWAN,140,341-1603L,4
341-1603L,CUARTO FRONTAL GOLF / JETTA 93-98 EXTERIOR IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,160,341-1603R,9
341-1603R,CUARTO FRONTAL GOLF / JETTA 93-98 EXTERIOR DER,CUARTOS,VOLSKWAGEN,TAIWAN,160,CPCPU96CH,5
3416-5672,RAD FORD SUPER DUTY 99-03  STD 3 LIN V8/10,RADIADORES,FORD,TAIWAN,5100,5396A,2
3419-5630A,RAD WINDSTAR 95-98 AUT 2 LIN,RADIADORES,FORD,TAIWAN,3600,361117,2
3421-5736A,RAD MALIBU / GRAND AM 97-03 AUT 2 LIN,RADIADORES,CHEVROLET,TAIWAN,2600,5695A,2
3422,RAD FOCUS 00-03 AUT 2 LIN,RADIADORES,FORD,TAIWAN,2600,361117,1
344-1301L,CALAVERA BMW SERIE-3 99-01 ROJO/BCO INT IZQ,CALAVERAS,BMW,TAIWAN,500,344-1301R,1
344-1301R,CALAVERA BMW SERIE-3 99-01 ROJO/BCO INT DER,CALAVERAS,BMW,TAIWAN,500,Not in source,0
361117,MOLD SUP PARR CHEV PU 73-80,MOLDURAS,CHEVROLET,TAIWAN,150,441-1942PX,2
361118,MOLD INF PARR CHEV PU 73-78,MOLDURAS,CHEVROLET,TAIWAN,150,377857501M,1
377857501M,ESPEJO LAT POINTER 00-03 2P C/CONT MAN CHINO ORIG IZQ,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857502M,3
377857502M,ESPEJO LAT POINTER 00-03 2P C/CONT MAN CHINO ORIG DER,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857503M,3
377857503M,ESPEJO LAT POINTER 00-03 4P C/CONT MAN CHINO ORIG IZQ,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857504M,3
377857504M,ESPEJO LAT POINTER 00-03 4P C/CONT MAN CHINO ORIG DER,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,460157,3
377941043M,FARO POINTER 00-03 S/FOCO ORIGINAL IZQ,FAROS,VOLSKWAGEN,TAIWAN,900,377941044M,6
377941044M,FARO POINTER 00-03 S/FOCO ORIGINAL DER,FAROS,VOLSKWAGEN,TAIWAN,900,442-1905L,2
431-1146L,FARO FIESTA 00-02 C/BASE ESQ AMBAR IZQ,FAROS,FORD,TAIWAN,950,431-1146R,17
431-1146LC,FARO FIESTA 00-02 C/BASE ESQ BLANCA IZQ,FAROS,FORD,TAIWAN,950,431-1146RC,21
431-1146R,FARO FIESTA 00-02 C/BASE ESQ AMBAR DER,FAROS,FORD,TAIWAN,950,441-1104R,5
431-1146RC,FARO FIESTA 00-02 C/BASE ESQ BLANCA DER,FAROS,FORD,TAIWAN,950,442-1102L,6
4401958,MOTOVENT SHADOW 91-94 SIN TURBO P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2200,4761507,1
441-1101L,ZBAJA,FAROS,VOLSKWAGEN,TAIWAN,300,441-1101R,1
441-1101R,ZBAJA,FAROS,VOLSKWAGEN,TAIWAN,300,441-1104L,1
441-1104L,FARO JETTA 87-92 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,500,441-1104R,11
441-1104R,FARO JETTA 87-92 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,500,442-1123L,6
441-1106N,FARO GOLF 87-92 C/BASE  LH=RH,FAROS,VOLSKWAGEN,TAIWAN,220,442-1102L,4
441-1130L,FARO GOLF 00-03 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,850,441-1130R,6
441-1130R,FARO GOLF 00-03 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,850,CFFI00,3
441-1909L,CALAVERA JETTA 87-92 IZQ,CALAVERAS,VOLSKWAGEN,TAIWAN,300,441-1909R,6
441-1909R,CALAVERA JETTA 87-92 DER,CALAVERAS,VOLSKWAGEN,TAIWAN,300,CPCPU96CH,3
441-1942PX,JGO CALAV GOLF 00-03 SPORT CROMO DEPO,CALAVERA SPORT CROMO,VOLSKWAGEN,TAIWAN,2500,FR294UURW2,3
442-1102L,FARO CHEVY/SWING/JOY/MON 94-02 C/AJUS IZQ DEPO,FAROS,CHEVROLET,TAIWAN,450,442-1102R,16
442-1102R,FARO CHEVY/SWING/JOY/MON 94-02 C/AJUS DER DEPO,FAROS,CHEVROLET,TAIWAN,450,442-1123L,4
442-1116L,FARO ASTRA 00-03 C/BASE S/MOTOR NIVELADOR IZQ,FAROS,CHEVROLET,TAIWAN,800,442-1116R,3
442-1116R,FARO ASTRA 00-03 C/BASE S/MOTOR NIVELADOR DER,FAROS,CHEVROLET,TAIWAN,800,442-1123R,2
442-1123L,FARO CHEVY/SWI/JOY/MON 01-03 LISO C/AJUS IZQ DEPO,FAROS,CHEVROLET,TAIWAN,500,442-1123R,10
442-1123R,FARO CHEVY/SWI/JOY/MON 01-03 LISO C/AJUS DER DEPO,FAROS,CHEVROLET,TAIWAN,500,442-1905L,4
442-1125L,FARO CORSA 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,1000,442-1125R,4
442-1125R,FARO CORSA 02-03 DER,FAROS,CHEVROLET,TAIWAN,1000,442-1919L,2
442-1905L,CALAVERA CHEVY 94-03 3 PTAS IZQ,CALAVERAS,CHEVROLET,TAIWAN,350,442-1905R,12
442-1905R,CALAVERA CHEVY 94-03 3 PTAS DER,CALAVERAS,CHEVROLET,TAIWAN,350,CFFI00,4
442-1919L,CALAVERA CHEVY 01-03 3 PTAS ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1919R,10
442-1919R,CALAVERA CHEVY 01-03 3 PTAS ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,442-1921L,3
442-1920L,CALAVERA CHEVY 01-03 5 PTAS Y P/U ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1920R,6
442-1920R,CALAVERA CHEVY 01-03 5 PTAS Y P/U ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,442-1921L,2
442-1921L,CALAVERA MONZA 01-03 ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1921R,8
442-1921R,CALAVERA MONZA 01-03 ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,CPCPU96CH,2
444-1303CL,CALAVERA BMW SERIE-3 02-04 ROJO/BCO INT IZQ ***,CALAVERAS,BMW,TAIWAN,700,444-1303CR,1
444-1303CR,CALAVERA BMW SERIE-3 02-04 ROJO/BCO INT DER **,CALAVERAS,BMW,TAIWAN,700,444-1911CL,1
444-1506LC,CUARTO PUNTA BMW SERIE-3 99-02 CLARO IZQ,CUARTOS,BMW,TAIWAN,200,444-1506RC,2
444-1506RC,CUARTO PUNTA BMW SERIE-3 99-02 CLARO DER,CUARTOS,BMW,TAIWAN,200,445-1109R,1
444-1906L,CALAVERA BMW SERIE-3 99-01 ROJO/AMBAR EXT IZQ,CALAVERAS,BMW,TAIWAN,1200,444-1906R,1
444-1906R,CALAVERA BMW SERIE-3 99-01 ROJO/AMBAR EXT DER,CALAVERAS,BMW,TAIWAN,1200,BCPU81CUR,1
444-1911CL,CALAVERA BMW SERIE-3 02-04 ROJO/BCO EXT IZQ ***,CALAVERAS,BMW,TAIWAN,1500,444-1911CR,2
444-1911CR,CALAVERA BMW SERIE-3 02-04 ROJO/BCO EXT DER ***,CALAVERAS,BMW,TAIWAN,1500,6221209G00,1
445-1109L,FARO LEON / TOLEDO 01-02 IZQ,FAROS,SEAT,TAIWAN,1000,Not in source,0
445-1109R,FARO LEON / TOLEDO 01-02 DER,FAROS,SEAT,TAIWAN,1000,6233261A11,2
445-11109L,ZBAJA,FAROS,SEAT,TAIWAN,1000,445-1110L,1
445-1110L,FARO IBIZA / CORDOBA 01-02 IZQ,FAROS,SEAT,TAIWAN,800,445-1110R,2
445-1110R,FARO IBIZA / CORDOBA 01-02 DER,FAROS,SEAT,TAIWAN,800,460157,1
4495597,MOTOVENT SPIRIT 91-95 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2200,ELFCN98EL,3
4546051,MOTOVENT SPIRIT 91-95 P/RAD (SOLO MOTOR),MOTOVENTILADORES,DODGE,TAIWAN,1200,ELFCN98EL,2
460157,CALAVERA MONZA 97-99 ORIGINAL IZQ,CALAVERAS,CHEVROLET,TAIWAN,280,460158,7
460158,CALAVERA MONZA 97-99 ORIGINAL DER,CALAVERAS,CHEVROLET,TAIWAN,280,460268,5
460267,CALAVERA CHEVY 94-02 5 PTAS Y P/U ORIGINAL IZQ,CALAVERAS,CHEVROLET,TAIWAN,350,460268,6
460268,CALAVERA CHEVY 94-02 5 PTAS Y P/U ORIGINAL DER,CALAVERAS,CHEVROLET,TAIWAN,350,MIFEX91R,3
4644367,MOTOVENT CARAVAN/VOYAGER 96-00 P/ RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2800,CNPU94,2
4646236AC,BISAGRA COFRE STRATUS / CIRRUS 95-00 DER,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4646237AC,3
4646237AC,BISAGRA COFRE STRATUS / CIRRUS 95-00 IZQ,BISAGRAS DE COFRE,DODGE,TAIWAN,160,MEPVCA77TL,3
