ArticuloID,Descripcion,Articulo_Tipo,Articulo_Grupo,Articulo_Clase,Precio,ArticuloRecomendadoID,Frecuencia
333-1927L,CALAVERA VOYAGER / CARAVAN 91-95 LISA IZQ ***,CALAVERAS,DODGE,TAIWAN,700,333-1927R,15
333-1927R,CALAVERA VOYAGER / CARAVAN 91-95 LISA DER ***,CALAVERAS,DODGE,TAIWAN,700,333-1928R,5
333-1928L,CALAVERA VOYAGER / CARAVAN 91-95 CANAL IZQ ***,CALAVERAS,DODGE,TAIWAN,550,333-1928R,12
333-1928R,CALAVERA VOYAGER / CARAVAN 91-95 CANAL DER ***,CALAVERAS,DODGE,TAIWAN,550,BTFPU92P,3
333-1929L,CALAVERA NEON 00-02 IZQ,CALAVERAS,DODGE,TAIWAN,650,333-1929R,63
333-1929R,CALAVERA NEON 00-02 DER,CALAVERAS,DODGE,TAIWAN,650,442-1905L,11
333-1931L,CALAVERA PT CRUSIER 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,700,333-1931R,28
333-1931R,CALAVERA PT CRUSIER 01-03 DER,CALAVERAS,DODGE,TAIWAN,700,MPDPU92CC,7
333-1932L,CALAVERA LIBERTY 02-03 IZQ,CALAVERAS,DODGE,TAIWAN,800,333-1932R,44
333-1932R,CALAVERA LIBERTY 02-03 DER,CALAVERAS,DODGE,TAIWAN,800,334-1902R,8
334-1101L,FARO DODGE VAN RAM 98-03 IZQ,FAROS,DODGE,TAIWAN,1200,334-1101R,52
334-1101R,FARO DODGE VAN RAM 98-03 DER,FAROS,DODGE,TAIWAN,1200,442-1102R,13
334-1102L,FARO DODGE PU 00-02 LISO C/BASE SIN CUARTO IZQ,FAROS,DODGE,TAIWAN,850,334-1102R,64
334-1102R,FARO DODGE PU 00-02 LISO C/BASE SIN CUARTO DER,FAROS,DODGE,TAIWAN,850,442-1102L,16
334-1103L,FARO VOYAGER / CARAVAN 01-03 IZQ,FAROS,DODGE,TAIWAN,1300,334-1103R,55
334-1103R,FARO VOYAGER / CARAVAN 01-03 DER,FAROS,DODGE,TAIWAN,1300,442-1102L,9
334-1104L,FARO STRATUS / CIRRUS 01-03 IZQ,FAROS,DODGE,TAIWAN,1600,334-1104R,81
334-1104R,FARO STRATUS / CIRRUS 01-03 DER,FAROS,DODGE,TAIWAN,1600,442-1102L,25
334-1108L,FARO DODGE PU 02-03 C/BASE (NEW RAM) IZQ,FAROS,DODGE,TAIWAN,1600,334-1108R,39
334-1108R,FARO DODGE PU 02-03 C/BASE (NEW RAM) DER,FAROS,DODGE,TAIWAN,1600,442-1123R,8
334-1402L,CUARTO LATERAL NEON 00-02 IZQ,CUARTOS,DODGE,TAIWAN,120,334-1402R,80
334-1402R,CUARTO LATERAL NEON 00-02 DER,CUARTOS,DODGE,TAIWAN,120,RDNT392,9
334-1902L,CALAVERA VOYAGER / CARAVAN 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,800,334-1902R,39
334-1902R,CALAVERA VOYAGER / CARAVAN 01-03 DER,CALAVERAS,DODGE,TAIWAN,800,442-1905L,8
334-1904L,CALAVERA STRATUS 01-03 IZQ,CALAVERAS,DODGE,TAIWAN,1400,334-1904R,52
334-1904R,CALAVERA STRATUS 01-03 DER,CALAVERAS,DODGE,TAIWAN,1400,442-1921L,7
334-1906L,CALAVERA DODGE PU 02-03 (NEW RAM) IZQ,CALAVERAS,DODGE,TAIWAN,1200,334-1906R,48
334-1906R,CALAVERA DODGE PU 02-03 (NEW RAM) DER,CALAVERAS,DODGE,TAIWAN,1200,442-1921L,8
334-2009L,FARO NIEBLA DODGE PU 02-03 NEW RAM CON FOCO IZQ,FARO DE NIEBLA,DODGE,TAIWAN,1000,334-2009R,24
334-2009R,FARO NIEBLA DODGE PU 02-03 NEW RAM CON FOCO DER,FARO DE NIEBLA,DODGE,TAIWAN,1000,FNCPU99R,6
335-1102L,FARO CAVALIER 00-02 C/BASE IZQ,FAROS,CHEVROLET,TAIWAN,900,335-1102R,58
335-1102R,FARO CAVALIER 00-02 C/BASE DER,FAROS,CHEVROLET,TAIWAN,900,442-1102L,20
335-1117L,FARO TRAIL BLAZER 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,2200,335-1117R,20
335-1117R,FARO TRAIL BLAZER 02-03 DER,FAROS,CHEVROLET,TAIWAN,2200,BTCTB02P,4
335-1118L,FARO AVALANCHE 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,1600,335-1118R,6
335-1118R,FARO AVALANCHE 02-03 DER,FAROS,CHEVROLET,TAIWAN,1600,BTCTB02P,2
335-1123L,FARO TRACKER 99-03 C/BASE IZQ,FAROS,CHEVROLET,TAIWAN,1800,335-1123R,14
335-1123R,FARO TRACKER 99-03 C/BASE DER,FAROS,CHEVROLET,TAIWAN,1800,SCTR99R,5
335-1125L,FARO CAVALIER 03-04 IZQ,FAROS,CHEVROLET,TAIWAN,1800,335-1125R,14
335-1125R,FARO CAVALIER 03-04 DER,FAROS,CHEVROLET,TAIWAN,1800,442-1102R,5
3351-5694A,RAD VOYAGER 96-00 AUT 2 LIN 2 ENFRIADORES,RADIADORES,DODGE,TAIWAN,2800,5695A,5
335-1603L,CUARTO FRONTAL AVALANCHE 02-03 IZQ,CUARTOS,CHEVROLET,TAIWAN,600,335-1603R,8
335-1603R,CUARTO FRONTAL AVALANCHE 02-03 DER,CUARTOS,CHEVROLET,TAIWAN,600,GM273L,5
335-1901L,CALAVERA CHEV PU 99-02 IZQ,CALAVERAS,CHEVROLET,TAIWAN,750,335-1901R,80
335-1901R,CALAVERA CHEV PU 99-02 DER,CALAVERAS,CHEVROLET,TAIWAN,750,DDCPU99C,11
335-1902L,CALAVERA SUBURBAN / SONORA 00-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,800,335-1902R,26
335-1902R,CALAVERA SUBURBAN / SONORA 00-03 DER,CALAVERAS,CHEVROLET,TAIWAN,800,460157,6
335-1904L,CALAVERA TRAIL BLAZER 02-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1904R,27
335-1904R,CALAVERA TRAIL BLAZER 02-03 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,431-1146RC,3
335-1905L,CALAVERA AVALANCHE 02-03 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1905R,2
335-1905R,CALAVERA AVALANCHE 02-03 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,460267,1
335-1906L,CALAVERA CHEV PU 03-04 IZQ,CALAVERAS,CHEVROLET,TAIWAN,1200,335-1906R,42
335-1906R,CALAVERA CHEV PU 03-04 DER,CALAVERAS,CHEVROLET,TAIWAN,1200,442-1919L,5
335-1907L,CALAVERA CAVALIER 03-04 EXTERIOR IZQ,CALAVERAS,CHEVROLET,TAIWAN,1000,335-1907R,11
335-1907R,CALAVERA CAVALIER 03-04 EXTERIOR DER,CALAVERAS,CHEVROLET,TAIWAN,1000,PCPU96CH,6
3360-5670,RAD NEON 00-03 STD 2 LIN,RADIADORES,DODGE,TAIWAN,2300,3361-5670A,3
336-1102L,FARO GRAND AM 99-03 IZQ,FAROS,CHEVROLET,TAIWAN,1800,336-1102R,29
336-1102R,FARO GRAND AM 99-03 DER,FAROS,CHEVROLET,TAIWAN,1800,431-1146RC,7
336-1110L,FARO SUNFIRE 03-04 IZQ,FAROS,CHEVROLET,TAIWAN,2000,336-1110R,1
336-1110R,FARO SUNFIRE 03-04 DER,FAROS,CHEVROLET,TAIWAN,2000,HDCPU92,1
3361-5670A,RAD NEON 00-03 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2600,5690,5
3362-5608,RAD RANGER PU 85-90 STD 2L,RADIADORES,FORD,TAIWAN,2000,3363-5608A,11
3363-5608A,RAD RANGER PU 85-90 AUT 2L,RADIADORES,FORD,TAIWAN,2200,3365-5566A,5
3364-5550,RAD AEROSTAR 85-94 AUT 2L,RADIADORES,FORD,TAIWAN,2600,SPCPU99L,4
3365-5566A,RAD EXPLORER 91-94 / RANGER 91-92 AUT 2L,RADIADORES,FORD,TAIWAN,2100,5566,11
3366-5526A,RAD GRAND MARQUIS 92-94 AUT 2 LIN,RADIADORES,FORD,TAIWAN,2800,3398-5562,4
3368-5568A,RAD GMC ASTRO / SAFARI VAN 85-94 AUT 1 ENFR 2L,RADIADORES,CHEVROLET,TAIWAN,2600,5570A,5
3372-5592A,RAD DAKOTA PU 86-91 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2600,3376-5544A,3
3376-5544,RAD VOYAGER 82-92 STD SIN ENFRIADORES,RADIADORES,DODGE,MEXICO,0,Not in source,0
3376-5544A,RAD VOYAGER 82-92 AUT SIN ENFRIADORES,RADIADORES,DODGE,TAIWAN,1800,3379-5546A,6
3377-5638A,RAD CHEROKEE 87-95 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2700,3378-5592,3
3378-5592,RAD DAKOTA PU 86-91 STD 2 LIN,RADIADORES,DODGE,TAIWAN,2300,5548A,4
3379-5546A,RAD VOYAGER 90-92 AUT 2L,RADIADORES,DODGE,TAIWAN,2000,MTMPU86,5
3380-5532A,RAD GRAND CHEROKEE 92-01 AUT 3 LIN V8,RADIADORES,DODGE,TAIWAN,3700,5548A,3
3398-5562,RAD FORD PU 98-02 8 CIL LOBO STD 2 LIN,RADIADORES,FORD,TAIWAN,2900,3399-5562A,5
3399-5562A,RAD FORD PU 98-02 8 CIL LOBO AUT 2 LIN,RADIADORES,FORD,TAIWAN,3300,DDFPU99C,5
340-1101L,FARO MBENZ CLASE-C 97-00 CON CUARTO IZQ,FAROS,MERCEDES,TAIWAN,2600,340-1101R,3
340-1101R,FARO MBENZ CLASE-C 97-00 CON CUARTO DER,FAROS,MERCEDES,TAIWAN,2600,BTCMA97P,1
340-1503L,CUARTO PUNTA MBENZ CLASE-C 94-00 BICOLOR IZQ,CUARTOS,MERCEDES,TAIWAN,500,340-1503R,5
340-1503R,CUARTO PUNTA MBENZ CLASE-C 94-00 BICOLOR DER,CUARTOS,MERCEDES,TAIWAN,500,PDPU94C,2
3406,RAD CHEV PU 99-03 STD 2 LIN V6,RADIADORES,CHEVROLET,TAIWAN,3100,PPCPU92,3
3406-5336,ZBAJA   RAD CHEV PU 99-03 STD 2 LIN V6,RADIADORES,CHEVROLET,TAIWAN,0,3411-5552A,2
3409,RAD CHEV PU 99-03 AUT 3 LIN V6,RADIADORES,CHEVROLET,TAIWAN,4000,MTNPU87A,2
3409-5336A,ZBAJA RAD CHEV PU 99-03 AUT 3 LIN V6 *,RADIADORES,CHEVROLET,TAIWAN,0,341-1102L,1
3410,RAD CHEV PU 99-03 STD 3 LIN V8,RADIADORES,CHEVROLET,TAIWAN,3700,8070087G00,2
3410-5552,ZBAJA  RAD CHEV PU 99-03 STD 3 LIN V8 *,RADIADORES,CHEVROLET,TAIWAN,0,5706,3
3411,RAD CHEV PU 99-03 AUT 3 LIN V8,RADIADORES,CHEVROLET,TAIWAN,4200,MTMPU86,2
341-1101L,FARO GOLF 92.5-99 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,700,341-1101R,133
341-1101R,FARO GOLF 92.5-99 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,700,341-1102R,33
341-1102L,FARO JETTA 93-98 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,650,341-1102R,290
341-1102R,FARO JETTA 93-98 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,650,441-1104R,91
341-1105L,FARO PASSAT 99-01 IZQ,FAROS,VOLSKWAGEN,TAIWAN,1800,341-1105R,6
341-1105R,FARO PASSAT 99-01 DER,FAROS,VOLSKWAGEN,NO PROPORCIONADO,1800,441-1106N,3
341-1106L,FARO JETTA 99-03 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,1200,341-1106R,87
341-1106R,FARO JETTA 99-03 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,1200,441-1104L,18
341-1109L,FARO PASSAT 01-03 IZQ,FAROS,VOLSKWAGEN,TAIWAN,2000,341-1401R,1
341-1109R,FARO PASSAT 01-03 DER,FAROS,VOLSKWAGEN,TAIWAN,2000,377941044M,1
341-1401L,CUARTO LATERAL FACIA GOLF/JETTA 93-98 FACIA AMBAR IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,150,341-1401R,42
341-1401R,CUARTO LATERAL FACIA GOLF/JETTA 93-98 FACIA AMBAR DER,CUARTOS,VOLSKWAGEN,TAIWAN,150,341-1602R,13
3411-5552A,ZBAJA  RAD CHEV PU 99-03 AUT 3 LIN V8 *,RADIADORES,CHEVROLET,TAIWAN,0,441-1942PX,2
341-1602L,CUARTO FRONTAL GOLF / JETTA 93-98 REFLE INTER IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,140,341-1602R,223
341-1602R,CUARTO FRONTAL GOLF / JETTA 93-98 REFLE INTER DER,CUARTOS,VOLSKWAGEN,TAIWAN,140,341-1603R,134
341-1603L,CUARTO FRONTAL GOLF / JETTA 93-98 EXTERIOR IZQ,CUARTOS,VOLSKWAGEN,TAIWAN,160,341-1603R,171
341-1603R,CUARTO FRONTAL GOLF / JETTA 93-98 EXTERIOR DER,CUARTOS,VOLSKWAGEN,TAIWAN,160,CPCPU96CH,19
3416-5672,RAD FORD SUPER DUTY 99-03  STD 3 LIN V8/10,RADIADORES,FORD,TAIWAN,5100,3419-5630A,3
3419-5630A,RAD WINDSTAR 95-98 AUT 2 LIN,RADIADORES,FORD,TAIWAN,3600,FD94004SBO,3
3421-5736A,RAD MALIBU / GRAND AM 97-03 AUT 2 LIN,RADIADORES,CHEVROLET,TAIWAN,2600,PPCPU92,4
3422,RAD FOCUS 00-03 AUT 2 LIN,RADIADORES,FORD,TAIWAN,2600,5566,3
344-1301L,CALAVERA BMW SERIE-3 99-01 ROJO/BCO INT IZQ,CALAVERAS,BMW,TAIWAN,500,344-1301R,2
344-1301R,CALAVERA BMW SERIE-3 99-01 ROJO/BCO INT DER,CALAVERAS,BMW,TAIWAN,500,431-1146LC,1
361117,MOLD SUP PARR CHEV PU 73-80,MOLDURAS,CHEVROLET,TAIWAN,150,361118,31
361118,MOLD INF PARR CHEV PU 73-78,MOLDURAS,CHEVROLET,TAIWAN,150,E0TZ8422A,10
377857501M,ESPEJO LAT POINTER 00-03 2P C/CONT MAN CHINO ORIG IZQ,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857502M,70
377857502M,ESPEJO LAT POINTER 00-03 2P C/CONT MAN CHINO ORIG DER,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857504M,49
377857503M,ESPEJO LAT POINTER 00-03 4P C/CONT MAN CHINO ORIG IZQ,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,377857504M,43
377857504M,ESPEJO LAT POINTER 00-03 4P C/CONT MAN CHINO ORIG DER,ESPEJOS LATERALES,VOLSKWAGEN,TAIWAN,800,96301Y02G0,27
377941043M,FARO POINTER 00-03 S/FOCO ORIGINAL IZQ,FAROS,VOLSKWAGEN,TAIWAN,900,377941044M,110
377941044M,FARO POINTER 00-03 S/FOCO ORIGINAL DER,FAROS,VOLSKWAGEN,TAIWAN,900,442-1102R,24
431-1146L,FARO FIESTA 00-02 C/BASE ESQ AMBAR IZQ,FAROS,FORD,TAIWAN,950,431-1146R,321
431-1146LC,FARO FIESTA 00-02 C/BASE ESQ BLANCA IZQ,FAROS,FORD,TAIWAN,950,431-1146RC,227
431-1146R,FARO FIESTA 00-02 C/BASE ESQ AMBAR DER,FAROS,FORD,TAIWAN,950,431-1146RC,96
431-1146RC,FARO FIESTA 00-02 C/BASE ESQ BLANCA DER,FAROS,FORD,TAIWAN,950,442-1102L,41
4401958,MOTOVENT SHADOW 91-94 SIN TURBO P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2200,Not in source,0
441-1101L,ZBAJA,FAROS,VOLSKWAGEN,TAIWAN,300,441-1101R,10
441-1101R,ZBAJA,FAROS,VOLSKWAGEN,TAIWAN,300,441-1106N,9
441-1104L,FARO JETTA 87-92 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,500,441-1104R,360
441-1104R,FARO JETTA 87-92 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,500,PVJE87,82
441-1106N,FARO GOLF 87-92 C/BASE  LH=RH,FAROS,VOLSKWAGEN,TAIWAN,220,442-1102R,53
441-1130L,FARO GOLF 00-03 C/BASE IZQ,FAROS,VOLSKWAGEN,TAIWAN,850,441-1130R,82
441-1130R,FARO GOLF 00-03 C/BASE DER,FAROS,VOLSKWAGEN,TAIWAN,850,442-1102R,12
441-1909L,CALAVERA JETTA 87-92 IZQ,CALAVERAS,VOLSKWAGEN,TAIWAN,300,441-1909R,118
441-1909R,CALAVERA JETTA 87-92 DER,CALAVERAS,VOLSKWAGEN,TAIWAN,300,442-1905L,12
441-1942PX,JGO CALAV GOLF 00-03 SPORT CROMO DEPO,CALAVERA SPORT CROMO,VOLSKWAGEN,TAIWAN,2500,GM199UURW2,4
442-1102L,FARO CHEVY/SWING/JOY/MON 94-02 C/AJUS IZQ DEPO,FAROS,CHEVROLET,TAIWAN,450,442-1102R,654
442-1102R,FARO CHEVY/SWING/JOY/MON 94-02 C/AJUS DER DEPO,FAROS,CHEVROLET,TAIWAN,450,442-1123R,165
442-1116L,FARO ASTRA 00-03 C/BASE S/MOTOR NIVELADOR IZQ,FAROS,CHEVROLET,TAIWAN,800,442-1116R,49
442-1116R,FARO ASTRA 00-03 C/BASE S/MOTOR NIVELADOR DER,FAROS,CHEVROLET,TAIWAN,800,DDCAR00,12
442-1123L,FARO CHEVY/SWI/JOY/MON 01-03 LISO C/AJUS IZQ DEPO,FAROS,CHEVROLET,TAIWAN,500,442-1123R,337
442-1123R,FARO CHEVY/SWI/JOY/MON 01-03 LISO C/AJUS DER DEPO,FAROS,CHEVROLET,TAIWAN,500,96301Y02G0,45
442-1125L,FARO CORSA 02-03 IZQ,FAROS,CHEVROLET,TAIWAN,1000,442-1125R,38
442-1125R,FARO CORSA 02-03 DER,FAROS,CHEVROLET,TAIWAN,1000,CCCO02,9
442-1905L,CALAVERA CHEVY 94-03 3 PTAS IZQ,CALAVERAS,CHEVROLET,TAIWAN,350,442-1905R,147
442-1905R,CALAVERA CHEVY 94-03 3 PTAS DER,CALAVERAS,CHEVROLET,TAIWAN,350,442-1919L,31
442-1919L,CALAVERA CHEVY 01-03 3 PTAS ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1919R,127
442-1919R,CALAVERA CHEVY 01-03 3 PTAS ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,442-1920R,35
442-1920L,CALAVERA CHEVY 01-03 5 PTAS Y P/U ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1920R,96
442-1920R,CALAVERA CHEVY 01-03 5 PTAS Y P/U ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,442-1921L,29
442-1921L,CALAVERA MONZA 01-03 ABOMBADA IZQ,CALAVERAS,CHEVROLET,TAIWAN,500,442-1921R,136
442-1921R,CALAVERA MONZA 01-03 ABOMBADA DER,CALAVERAS,CHEVROLET,TAIWAN,500,460158,12
444-1303CL,CALAVERA BMW SERIE-3 02-04 ROJO/BCO INT IZQ ***,CALAVERAS,BMW,TAIWAN,700,Not in source,0
444-1303CR,CALAVERA BMW SERIE-3 02-04 ROJO/BCO INT DER **,CALAVERAS,BMW,TAIWAN,700,Not in source,0
444-1506LC,CUARTO PUNTA BMW SERIE-3 99-02 CLARO IZQ,CUARTOS,BMW,TAIWAN,200,444-1506RC,8
444-1506RC,CUARTO PUNTA BMW SERIE-3 99-02 CLARO DER,CUARTOS,BMW,TAIWAN,200,PCS1093C,3
444-1906L,CALAVERA BMW SERIE-3 99-01 ROJO/AMBAR EXT IZQ,CALAVERAS,BMW,TAIWAN,1200,444-1906R,1
444-1906R,CALAVERA BMW SERIE-3 99-01 ROJO/AMBAR EXT DER,CALAVERAS,BMW,TAIWAN,1200,ADNPU84CR,1
444-1911CL,CALAVERA BMW SERIE-3 02-04 ROJO/BCO EXT IZQ ***,CALAVERAS,BMW,TAIWAN,1500,444-1911CR,1
444-1911CR,CALAVERA BMW SERIE-3 02-04 ROJO/BCO EXT DER ***,CALAVERAS,BMW,TAIWAN,1500,Not in source,0
445-1109L,FARO LEON / TOLEDO 01-02 IZQ,FAROS,SEAT,TAIWAN,1000,445-1109R,2
445-1109R,FARO LEON / TOLEDO 01-02 DER,FAROS,SEAT,TAIWAN,1000,445-1110L,3
445-11109L,ZBAJA,FAROS,SEAT,TAIWAN,1000,445-1110L,1
445-1110L,FARO IBIZA / CORDOBA 01-02 IZQ,FAROS,SEAT,TAIWAN,800,445-1110R,22
445-1110R,FARO IBIZA / CORDOBA 01-02 DER,FAROS,SEAT,TAIWAN,800,PCS1091C,4
4495597,MOTOVENT SPIRIT 91-95 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2200,Not in source,0
4546051,MOTOVENT SPIRIT 91-95 P/RAD (SOLO MOTOR),MOTOVENTILADORES,DODGE,TAIWAN,1200,CCCH94,1
460157,CALAVERA MONZA 97-99 ORIGINAL IZQ,CALAVERAS,CHEVROLET,TAIWAN,280,460158,61
460158,CALAVERA MONZA 97-99 ORIGINAL DER,CALAVERAS,CHEVROLET,TAIWAN,280,460268,20
460267,CALAVERA CHEVY 94-02 5 PTAS Y P/U ORIGINAL IZQ,CALAVERAS,CHEVROLET,TAIWAN,350,460268,62
460268,CALAVERA CHEVY 94-02 5 PTAS Y P/U ORIGINAL DER,CALAVERAS,CHEVROLET,TAIWAN,350,MEPNPU87NL,8
4644367,MOTOVENT CARAVAN/VOYAGER 96-00 P/ RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2800,MVNT396,4
4646236AC,BISAGRA COFRE STRATUS / CIRRUS 95-00 DER,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4646237AC,25
4646237AC,BISAGRA COFRE STRATUS / CIRRUS 95-00 IZQ,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4783991,6
4647367,MOTOVENT CARAVAN / VOYAGER 93-95 P/RAD SENCILLO COMPLETO ***,MOTOVENTILADORES,DODGE,TAIWAN,3000,TCFPU87T,2
4761507,MOTOVENT STRATUS 95-00 4 CIL P/ RAD P/ A/A COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,3000,CDST01,1
4762349,MOTOVENT NEON 94-99 MANUAL IZQ P/ RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,1600,BCVA78L,1
4762350,TOLVA RAD NEON 94-99 S/ A/A,TOLVAS DE RADIADOR,DODGE,TAIWAN,450,52005748,1
4783878AB,BISAGRA COFRE NEON 00-03 DER,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4783879AB,17
4783879AB,BISAGRA COFRE NEON 00-03 IZQ,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4783991,8
4783990,BISAGRA COFRE NEON 94-99 DER,BISAGRAS DE COFRE,DODGE,TAIWAN,160,4783991,13
4783991,BISAGRA COFRE NEON 94-99 IZQ,BISAGRAS DE COFRE,DODGE,TAIWAN,160,F75Z16797A,6
4809170AE,MOTOVENT CARAVAN/ VOYAGER 01-03 P/ A/A COMPLETO DER,MOTOVENTILADORES,DODGE,TAIWAN,1600,4809171AE,2
4809171AE,MOTOVENT CARAVAN/ VOYAGER 01-03 P/RAD COMPLETO IZQ,MOTOVENTILADORES,DODGE,TAIWAN,1600,52005748,1
4874458,MOTOVENT NEON 94-99 MANUAL P/ A/A COMPLETO DER,MOTOVENTILADORES,DODGE,TAIWAN,1600,Not in source,0
5014579AA,MOTOVENT NEON 00-01 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2300,BFRA95CCL,1
5065A,RAD TSURU I 84-87 AUT 2 LIN,RADIADORES,NISSAN,TAIWAN,1700,FNPU94L,3
52005748,MOTOVENT CHEROKEE 88-94 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,1600,52028337AB,2
52028337AB,MOTOVENT CHEROKEE 97-01 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,1600,BFPU92CL,2
52079444,MOTOVENT CHEROKEE 95-96 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,1600,52079491AB,1
52079491AB,TOLVA RAD GRAND CHEROKEE 99-03,TOLVAS DE RADIADOR,DODGE,TAIWAN,700,5252801,1
5252801,MOTOVENT CARAVAN/VOYAGER 91-92 P/RAD COMPLETO,MOTOVENTILADORES,DODGE,TAIWAN,2200,BCPU89CHL,1
5342189103,BISAGRA COFRE TOYOTA PU 89-92 DER,BISAGRAS DE COFRE,TOYOTA,TAIWAN,100,5342289102,20
5342289102,BISAGRA COFRE TOYOTA PU 89-92 IZQ,BISAGRAS DE COFRE,TOYOTA,TAIWAN,100,6540055G00,10
5396A,RAD FORD PU 65-79 AUT 3 LIN,RADIADORES,FORD,TAIWAN,3300,MEPCPU92R,4
5410A,RAD FORD PU 92-95 (6 CIL) AUT 2 LIN,RADIADORES,FORD,TAIWAN,2800,MTNPU87A,6
5411,RAD FORD PU 95-97 (6 Y 8 CIL) STD 2 LIN AMER ***,RADIADORES,FORD,MEXICO,2400,SDST95R,2
550-1120L,FARO PEUGEOT 206 01-03 C/BASE IZQ,FAROS,PEUGEOT,TAIWAN,800,550-1120R,15
550-1120R,FARO PEUGEOT 206 01-03 C/BASE DER,FAROS,PEUGEOT,TAIWAN,800,550-1121R,9
550-1121L,FARO PEUGEOT 206 01-03 C/BASE LISO IZQ,FAROS,PEUGEOT,TAIWAN,1200,550-1121R,27
550-1121R,FARO PEUGEOT 206 01-03 C/BASE LISO DER,FAROS,PEUGEOT,TAIWAN,1200,CP20601,7
55075812,ELEV CRISTAL DODGE PU 94-03 RAM DER,ELEVADORES DE CRISTAL,DODGE,TAIWAN,600,55075813,19
55075813,ELEV CRISTAL DODGE PU 94-03 RAM IZQ,ELEVADORES DE CRISTAL,DODGE,TAIWAN,600,8070101W00,9
551-1138L,FARO CLIO 02-03 IZQ,FAROS,RENAULT,TAIWAN,1200,551-1138R,18
551-1138R,FARO CLIO 02-03 DER,FAROS,RENAULT,TAIWAN,1200,ELFPU92CR,4
55275379,CHAPA COFRE DODGE PU 94-02 RAM,CHASIS Y CONTRACHAPAS,DODGE,TAIWAN,400,F2TZ16700A,17
5530,RAD NEON 95-99 STD 2 LIN,RADIADORES,DODGE,TAIWAN,2000,5530A,6
5530A,RAD NEON 95-99 AUT 2 LIN,RADIADORES,DODGE,TAIWAN,2300,5690,4
5548A,RAD VOYAGER 93-95 AUT 2L,RADIADORES,DODGE,TAIWAN,2700,5695A,4
5566,RAD EXPLORER 91-94 / RANGER 91-92 STD 2L,RADIADORES,FORD,TAIWAN,1800,CCS1082,5
5570A,RAD GMC ASTRO / SAFARI VAN 85-94 AUT 2 ENFRI 2L,RADIADORES,CHEVROLET,TAIWAN,3000,CCCH94,3
5586A,RAD GRAND CHEROKEE 93-98 AUT 3 LIN V6,RADIADORES,DODGE,TAIWAN,3700,5690,2
5624,RAD RANGER PU 97-99 STD (4CIL) 2L,RADIADORES,FORD,TAIWAN,1900,5624A,8
5624A,RAD RANGER PU 97-99 AUT 4 CIL 2L,RADIADORES,FORD,TAIWAN,2100,ELFPU92CR,3
5678,RAD SENTRA 01-03 STD 2 LIN,RADIADORES,NISSAN,TAIWAN,2200,5678A,5
5678A,RAD SENTRA 01-03 AUT 2 LIN,RADIADORES,NISSAN,TAIWAN,2500,FR290UURW2,3
5690,RAD ATOS 01-03 STD 2 LIN,RADIADORES,DODGE,TAIWAN,1700,90428151,4
